tileswide 40
tileshigh 40
tilewidth 40
tileheight 40

layer 0
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,
6,2,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,6,
6,2,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,6,
6,2,9,9,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,2,6,
6,2,9,9,2,11,11,11,11,11,11,11,11,11,2,7,7,7,7,7,7,2,10,10,10,10,1,1,1,1,1,10,10,10,10,2,9,9,2,6,
6,2,9,9,2,11,1,1,1,11,11,11,11,11,2,7,7,7,7,7,7,2,10,10,10,10,1,1,1,1,1,10,10,10,10,2,9,9,2,6,
6,2,9,9,2,11,1,1,1,11,11,11,11,1,2,1,7,7,7,7,7,2,10,10,10,10,1,1,1,1,1,10,10,10,10,2,9,9,2,6,
6,2,9,9,2,11,1,1,1,11,11,11,11,1,1,1,1,1,1,1,7,2,10,10,10,10,10,10,10,10,10,10,10,10,10,2,9,9,2,6,
6,2,9,9,2,11,1,1,1,11,11,11,11,1,2,1,7,7,1,1,7,2,10,10,10,10,10,10,10,10,10,10,10,10,10,2,9,9,2,6,
6,2,9,9,2,11,1,1,1,11,11,11,11,11,2,7,7,7,1,1,7,2,10,10,10,10,10,10,10,10,10,10,10,10,10,2,9,9,2,6,
6,2,9,9,2,11,11,11,11,11,11,11,11,11,2,7,7,7,1,1,7,2,10,10,10,10,10,10,10,10,10,10,10,10,10,2,9,9,2,6,
6,2,9,9,2,2,2,2,2,1,2,2,2,2,2,7,7,7,1,1,7,2,10,10,10,10,10,10,10,10,10,10,10,10,10,2,9,9,2,6,
6,2,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,2,10,10,10,10,10,10,10,10,10,10,10,10,10,2,9,9,2,6,
6,2,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,2,10,10,10,10,10,10,10,10,10,10,10,10,10,2,9,9,2,6,
6,2,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,2,10,10,10,10,10,10,10,10,10,10,10,10,10,2,9,9,2,6,
6,2,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,2,10,10,10,10,10,10,10,10,10,10,10,10,10,2,9,9,2,6,
6,2,9,9,2,2,2,2,2,2,2,2,2,2,2,7,7,7,1,1,7,2,10,10,10,10,10,10,10,10,10,10,10,10,10,2,9,9,2,6,
6,2,9,9,2,1,1,1,1,2,1,1,1,1,2,7,7,7,1,1,7,2,10,10,10,10,10,10,10,10,10,10,10,10,10,2,9,9,2,6,
6,2,9,9,2,1,1,1,1,2,1,1,1,1,2,7,7,7,1,1,7,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,7,7,2,6,
6,2,9,9,2,1,1,1,1,2,1,1,1,1,2,7,7,7,1,1,7,7,7,7,7,7,7,1,1,1,7,7,7,7,7,7,7,7,2,6,
6,2,9,9,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,2,6,
6,2,9,9,2,1,1,1,1,2,1,1,1,1,2,5,5,5,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,6,
6,2,9,9,2,2,2,1,2,2,2,2,1,2,2,5,5,5,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,6,
6,2,9,9,2,1,1,1,1,1,1,1,1,1,2,5,5,5,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,6,
6,2,9,9,2,1,1,1,1,1,1,1,1,1,2,5,5,5,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,6,
6,2,1,1,2,1,1,1,1,1,1,1,1,1,2,5,5,5,1,1,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2,2,7,2,6,
6,2,1,1,2,1,1,1,1,1,1,1,1,1,2,5,5,5,1,1,7,7,7,7,7,7,7,2,1,1,1,1,1,1,1,1,2,9,2,6,
6,2,1,1,2,1,1,1,1,1,1,1,1,1,2,5,5,5,1,1,7,7,7,7,7,7,7,2,1,1,1,1,1,1,1,1,2,9,2,6,
6,2,9,9,2,1,1,1,1,1,1,1,1,1,2,5,5,5,1,1,7,7,7,7,7,7,7,2,1,1,1,1,1,1,1,1,2,9,2,6,
6,2,9,9,2,1,1,1,1,1,1,1,1,1,2,5,5,5,1,1,7,7,7,7,7,7,7,2,1,1,1,1,1,1,1,1,2,9,2,6,
6,2,9,9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9,2,6,
6,2,9,9,2,1,1,1,1,1,1,1,1,1,2,7,7,7,1,1,7,7,7,7,7,7,7,2,1,1,1,1,1,1,1,1,2,9,2,6,
6,2,9,9,2,1,1,1,1,1,1,1,1,1,2,7,7,7,1,1,7,7,7,7,7,7,7,2,1,1,1,1,1,1,1,1,2,9,2,6,
6,2,9,9,2,1,1,1,1,1,1,1,1,1,2,7,7,7,1,1,7,7,7,7,7,7,7,2,1,1,1,1,1,1,1,1,2,9,2,6,
6,2,9,9,2,2,2,2,2,2,2,2,2,2,2,7,7,7,1,1,7,7,7,7,7,7,7,2,1,1,1,1,1,1,1,1,2,9,2,6,
6,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2,2,9,2,6,
6,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,2,6,
6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,1,1,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,

layer 1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,-1,-1,-1,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
